,Team Name,Player Name,Goals Scored,Unnamed: 0,Year,Team Initials,Home Team Goals,Away Team Goals,Total_goals
329,Switzerland,XHAKA,6,52,1950.0,CHE,2.0,2.0,4.0
330,Switzerland,XHAKA,6,68,1954.0,CHE,6.0,5.0,11.0
331,Switzerland,XHAKA,6,100,1962.0,CHE,0.0,2.0,2.0
332,Switzerland,XHAKA,6,118,1966.0,CHE,0.0,1.0,1.0
333,Switzerland,XHAKA,6,263,1994.0,CHE,0.0,5.0,5.0
334,Switzerland,XHAKA,6,356,2006.0,CHE,2.0,2.0,4.0
335,Switzerland,XHAKA,6,390,2010.0,CHE,0.0,1.0,1.0
336,Switzerland,XHAKA,6,424,2014.0,CHE,4.0,3.0,7.0
337,Togo,C. KADER-TOURE,1,358,2006.0,TGO,0.0,1.0,1.0
338,Tunisia,Nejib GHOMMIDH,1,169,1978.0,TUN,3.0,0.0,3.0
339,Tunisia,Nejib GHOMMIDH,1,295,1998.0,TUN,0.0,1.0,1.0
340,Tunisia,Nejib GHOMMIDH,1,326,2002.0,TUN,1.0,0.0,1.0
341,Tunisia,Nejib GHOMMIDH,1,360,2006.0,TUN,2.0,1.0,3.0
342,Turkey,UMIT DAVALA,3,70,1954.0,TUR,7.0,3.0,10.0
343,Turkey,UMIT DAVALA,3,327,2002.0,TUR,3.0,7.0,10.0
344,USA,WYNALDA,4,11,1930.0,USA,6.0,1.0,7.0
345,USA,WYNALDA,4,28,1934.0,USA,0.0,1.0,1.0
346,USA,WYNALDA,4,55,1950.0,USA,1.0,3.0,4.0
347,USA,WYNALDA,4,240,1990.0,USA,1.0,1.0,2.0
348,USA,WYNALDA,4,265,1994.0,USA,3.0,0.0,3.0
349,USA,WYNALDA,4,296,1998.0,USA,1.0,0.0,1.0
350,USA,WYNALDA,4,329,2002.0,USA,3.0,4.0,7.0
351,USA,WYNALDA,4,362,2006.0,USA,0.0,2.0,2.0
352,USA,WYNALDA,4,394,2010.0,USA,2.0,3.0,5.0
353,USA,WYNALDA,4,426,2014.0,USA,2.0,4.0,6.0
354,Ukraine,SHEVCHENKO,1,361,2006.0,UKR,1.0,4.0,5.0
355,Uruguay,Victoriano IRIARTE,8,10,1930.0,URY,15.0,0.0,15.0
356,Uruguay,Victoriano IRIARTE,8,54,1950.0,URY,15.0,0.0,15.0
357,Uruguay,Victoriano IRIARTE,8,71,1954.0,URY,13.0,3.0,16.0
358,Uruguay,Victoriano IRIARTE,8,103,1962.0,URY,2.0,2.0,4.0
359,Uruguay,Victoriano IRIARTE,8,120,1966.0,URY,2.0,0.0,2.0
360,Uruguay,Victoriano IRIARTE,8,136,1970.0,URY,3.0,1.0,4.0
361,Uruguay,Victoriano IRIARTE,8,150,1974.0,URY,0.0,1.0,1.0
362,Uruguay,Victoriano IRIARTE,8,217,1986.0,URY,1.0,1.0,2.0
363,Uruguay,Victoriano IRIARTE,8,239,1990.0,URY,0.0,2.0,2.0
364,Uruguay,Victoriano IRIARTE,8,328,2002.0,URY,1.0,3.0,4.0
365,Uruguay,Victoriano IRIARTE,8,393,2010.0,URY,7.0,4.0,11.0
366,Uruguay,Victoriano IRIARTE,8,425,2014.0,URY,3.0,1.0,4.0
367,Wales,Terry MEDWIN,2,87,1958.0,AUS,2.0,2.0,4.0
368,Yugoslavia,Zeljko CAJKOVSKI,4,12,1930.0,,6.0,1.0,7.0
369,Yugoslavia,Zeljko CAJKOVSKI,4,56,1950.0,,7.0,0.0,7.0
370,Yugoslavia,Zeljko CAJKOVSKI,4,72,1954.0,,1.0,1.0,2.0
371,Yugoslavia,Zeljko CAJKOVSKI,4,88,1958.0,,4.0,3.0,7.0
372,Yugoslavia,Zeljko CAJKOVSKI,4,104,1962.0,,9.0,1.0,10.0
373,Yugoslavia,Zeljko CAJKOVSKI,4,151,1974.0,,9.0,3.0,12.0
374,Yugoslavia,Zeljko CAJKOVSKI,4,193,1982.0,,0.0,2.0,2.0
375,Yugoslavia,Zeljko CAJKOVSKI,4,241,1990.0,,5.0,3.0,8.0
376,Yugoslavia,Zeljko CAJKOVSKI,4,297,1998.0,,1.0,4.0,5.0
377,Bosnia and Herzegovina,VR�AJEVI?,1,399,2014.0,BIH,3.0,1.0,4.0
378,United Arab Emirates,KHALID ISMAIL,1,237,1990.0,ARE,0.0,2.0,2.0
